country,year,GDP,Unemployment,Interest_Rate,Debt,Working_Age_Pop,Inflation,Current_Account,Global_Oil
China,2002,1489821682050.54,4.24,5.31,0.0,69.67006217559,-0.731970902350249,2.37759984341841,61.907585382371835
China,2003,1683903309843.85,4.58,5.31,0.0,70.3774446816481,1.12760348729637,2.55665409110255,66.31480412915562
China,2004,1984196551300.44,4.49,5.58,0.0,71.0763188122428,3.8246374310816,3.47450259619584,81.92991415763237
China,2005,2317551298052.05,4.52,5.58,0.0,71.815903350805,1.7764140766757,5.71199843031159,116.54474163654557
China,2006,2791498472804.33,4.43,6.12,0.0,72.353957155972,1.6494309945586,8.30532573537484,140.57525119034
China,2007,3604055822571.63,4.35,7.47,0.0,72.6173623452205,4.81676767378834,9.79958953536148,148.983609180963
China,2008,4667346414521.95,4.59,5.31,0.0,72.7779121303034,5.92525137041092,9.01086996317632,195.274434506963
China,2009,5189577094997.58,4.72,5.31,0.0,72.856169869084,-0.728165250932903,4.68740638141982,127.67050890395004
China,2010,6192564874453.29,4.53,5.81,0.0,72.8644787380355,3.17532475269199,3.8402567341525,166.65201477411526
China,2011,7671757207851.29,4.55,6.56,0.0,72.7988185445213,5.55389892257491,1.77399724587567,211.677798671128
China,2012,8673664713189.24,4.58,6.0,0.0,72.6134379386083,2.61952432645539,2.48328422404794,220.41245861719725
China,2013,9743124247267.24,4.6,6.0,0.0,72.3383307205597,2.62105001748119,1.52111320885029,220.237747103227
China,2014,10674533168257.4,4.63,5.6,0.0,72.0051656801854,1.92164162788522,2.21130586371267,203.16687450381
China,2015,11280814787468.9,4.65,4.35,0.0,71.6284345359877,1.43702380935656,2.59752794949746,116.88467731856996
China,2016,11456024084962.0,4.56,4.35,0.0,71.2044525051679,2.00000182191942,1.67018709565352,99.9999999999997
China,2017,12537559062282.9,4.47,4.35,0.0,70.6659121055216,1.59313600071433,1.50488723669316,122.7425668981605
China,2018,14147765772963.8,4.31,4.35,0.0,70.1553162360731,2.07479039965575,0.170563391928727,155.565059212108
China,2019,14560167101283.4,4.56,4.35,0.0,69.74115264804,2.89923416358229,0.706790487310523,142.88757825015574
China,2020,14996414166715.1,5.0,4.35,0.0,69.3999249325134,2.41942189457778,1.65930095801393,96.2593228900347
China,2021,18201698719564.0,4.55,4.35,0.0,69.2124049434275,0.981015135544894,1.93875176197337,156.3461425646965
China,2022,18316765021690.2,4.98,4.35,0.0,69.0962698960779,1.97357555739052,2.42059259149418,231.3828646658915
China,2023,18270356654533.2,4.67,4.35,0.0,69.0943118083391,0.23483682889306,1.4415829879426,194.26053940002424
China,2024,18743803170827.2,4.571,4.35,0.0,69.3269188307508,0.218128938439166,2.2616499482671,191.77688801027324
